2023-04-15 19:47:03,899 - cli.py - This is Paynt version 0.1.0.
2023-04-15 19:47:03,899 - sketch.py - loading sketch from ./models/pomdp/no-goal-state/blind-nanny/sketch.templ ...
2023-04-15 19:47:03,901 - prism_parser.py - PRISM model type: PrismModelType.POMDP
2023-04-15 19:47:03,901 - prism_parser.py - loading properties from ./models/pomdp/no-goal-state/blind-nanny/sketch.props ...
2023-04-15 19:47:03,902 - prism_parser.py - found the following specification: constraints: LRA>3/5 ["goal1"],LRA>3/5 ["goal2"], optimality objective: none
2023-04-15 19:47:03,917 - sketch.py - constructed explicit quotient having 27 states and 90 actions
2023-04-15 19:47:03,917 - sketch.py - found the following specification constraints: LRA>3/5 ["goal1"],LRA>3/5 ["goal2"], optimality objective: none
2023-04-15 19:47:03,918 - quotient_pomdp.py - Constructed POMDP having 15 observations.
2023-04-15 19:47:03,918 - quotient_pomdp.py - Unfolding POMDP using the following memory allocation vector: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] ...
2023-04-15 19:47:03,918 - quotient_pomdp.py - Constructed quotient MDP having 27 states and 90 actions.
2023-04-15 19:47:03,919 - synthesizer.py - Synthesis initiated.
> Progress 3.322%, elapsed 3.1 s, iters = (958, 0), opt = -
> Progress 5.4202%, elapsed 1047.9 s, iters = (4792, 0), opt = -
> Progress 5.4202%, elapsed 1047.9 s, iters = (4793, 0), opt = -
> Progress 5.4202%, elapsed 1047.9 s, iters = (4794, 0), opt = -
> Progress 5.4202%, elapsed 1047.9 s, iters = (4795, 0), opt = -
> Progress 5.6656%, elapsed 1050.0 s, iters = (5441, 0), opt = -
> Progress 5.6659%, elapsed 1078.7 s, iters = (5468, 0), opt = -
> Progress 5.6659%, elapsed 1103.7 s, iters = (5469, 0), opt = -
> Progress 5.6659%, elapsed 1103.7 s, iters = (5470, 0), opt = -
> Progress 5.6659%, elapsed 1103.8 s, iters = (5471, 0), opt = -
> Progress 5.6659%, elapsed 1103.8 s, iters = (5472, 0), opt = -
> Progress 5.6659%, elapsed 1103.8 s, iters = (5473, 0), opt = -
> Progress 5.6659%, elapsed 1153.0 s, iters = (5474, 0), opt = -
> Progress 5.6659%, elapsed 1153.0 s, iters = (5475, 0), opt = -
> Progress 5.6659%, elapsed 1153.0 s, iters = (5476, 0), opt = -
> Progress 5.6659%, elapsed 1153.0 s, iters = (5477, 0), opt = -
> Progress 5.6659%, elapsed 1153.0 s, iters = (5478, 0), opt = -
> Progress 5.6663%, elapsed 1153.0 s, iters = (5479, 0), opt = -
> Progress 5.6663%, elapsed 1153.0 s, iters = (5480, 0), opt = -
> Progress 5.6663%, elapsed 1153.0 s, iters = (5481, 0), opt = -
> Progress 5.6663%, elapsed 1153.0 s, iters = (5482, 0), opt = -
> Progress 5.6663%, elapsed 1153.0 s, iters = (5483, 0), opt = -
> Progress 5.6663%, elapsed 1153.0 s, iters = (5484, 0), opt = -
> Progress 5.6663%, elapsed 1153.0 s, iters = (5485, 0), opt = -
> Progress 5.6664%, elapsed 1153.0 s, iters = (5486, 0), opt = -
> Progress 5.6664%, elapsed 1153.0 s, iters = (5487, 0), opt = -
> Progress 5.6664%, elapsed 1153.0 s, iters = (5488, 0), opt = -
> Progress 5.6664%, elapsed 1153.0 s, iters = (5489, 0), opt = -
> Progress 5.6664%, elapsed 1153.0 s, iters = (5490, 0), opt = -
> Progress 5.6664%, elapsed 1153.0 s, iters = (5491, 0), opt = -
> Progress 5.6664%, elapsed 1153.0 s, iters = (5492, 0), opt = -
> Progress 5.6664%, elapsed 1153.0 s, iters = (5493, 0), opt = -
> Progress 5.6664%, elapsed 1153.0 s, iters = (5494, 0), opt = -
> Progress 5.6665%, elapsed 1153.0 s, iters = (5495, 0), opt = -
> Progress 5.6665%, elapsed 1153.0 s, iters = (5496, 0), opt = -
> Progress 5.6665%, elapsed 1153.0 s, iters = (5497, 0), opt = -
> Progress 5.6665%, elapsed 1153.0 s, iters = (5498, 0), opt = -
> Progress 5.6665%, elapsed 1153.0 s, iters = (5499, 0), opt = -
> Progress 5.6665%, elapsed 1153.0 s, iters = (5500, 0), opt = -
> Progress 5.6665%, elapsed 1153.0 s, iters = (5501, 0), opt = -
> Progress 5.6719%, elapsed 1155.1 s, iters = (5712, 0), opt = -
> Progress 5.672%, elapsed 1168.6 s, iters = (5725, 0), opt = -
> Progress 5.672%, elapsed 1181.7 s, iters = (5726, 0), opt = -
> Progress 5.672%, elapsed 1181.7 s, iters = (5727, 0), opt = -
> Progress 5.672%, elapsed 1181.7 s, iters = (5728, 0), opt = -
> Progress 5.672%, elapsed 1181.7 s, iters = (5729, 0), opt = -
> Progress 5.672%, elapsed 1181.7 s, iters = (5730, 0), opt = -
> Progress 5.672%, elapsed 1207.1 s, iters = (5731, 0), opt = -
> Progress 5.672%, elapsed 1207.1 s, iters = (5732, 0), opt = -
> Progress 5.672%, elapsed 1207.1 s, iters = (5733, 0), opt = -
> Progress 5.672%, elapsed 1207.1 s, iters = (5734, 0), opt = -
> Progress 5.672%, elapsed 1207.1 s, iters = (5735, 0), opt = -
> Progress 5.6724%, elapsed 1207.1 s, iters = (5736, 0), opt = -
> Progress 5.6724%, elapsed 1207.1 s, iters = (5737, 0), opt = -
> Progress 5.6724%, elapsed 1207.1 s, iters = (5738, 0), opt = -
> Progress 5.6724%, elapsed 1207.1 s, iters = (5739, 0), opt = -
> Progress 5.6724%, elapsed 1207.1 s, iters = (5740, 0), opt = -
> Progress 5.6725%, elapsed 1207.1 s, iters = (5741, 0), opt = -
> Progress 5.8593%, elapsed 1209.2 s, iters = (6044, 0), opt = -
> Progress 5.861%, elapsed 1212.0 s, iters = (6121, 0), opt = -
> Progress 5.8671%, elapsed 1215.1 s, iters = (6372, 0), opt = -
> Progress 6.0562%, elapsed 1218.2 s, iters = (6713, 0), opt = -
> Progress 6.0563%, elapsed 1269.4 s, iters = (6727, 0), opt = -
> Progress 6.0563%, elapsed 1269.4 s, iters = (6728, 0), opt = -
> Progress 6.0563%, elapsed 1320.8 s, iters = (6729, 0), opt = -
> Progress 6.0563%, elapsed 1320.8 s, iters = (6730, 0), opt = -
> Progress 6.0563%, elapsed 1320.8 s, iters = (6731, 0), opt = -
> Progress 6.0563%, elapsed 1321.1 s, iters = (6732, 0), opt = -
> Progress 6.0563%, elapsed 1346.5 s, iters = (6733, 0), opt = -
> Progress 6.0563%, elapsed 1346.5 s, iters = (6734, 0), opt = -
> Progress 6.0563%, elapsed 1346.5 s, iters = (6735, 0), opt = -
> Progress 6.0563%, elapsed 1346.9 s, iters = (6736, 0), opt = -
> Progress 6.0563%, elapsed 1346.9 s, iters = (6737, 0), opt = -
> Progress 6.0563%, elapsed 1346.9 s, iters = (6738, 0), opt = -
> Progress 6.0563%, elapsed 1346.9 s, iters = (6739, 0), opt = -
> Progress 6.0564%, elapsed 1346.9 s, iters = (6740, 0), opt = -
> Progress 6.0564%, elapsed 1347.2 s, iters = (6741, 0), opt = -
> Progress 6.0564%, elapsed 1347.4 s, iters = (6742, 0), opt = -
> Progress 6.0564%, elapsed 1347.8 s, iters = (6743, 0), opt = -
> Progress 6.0564%, elapsed 1347.8 s, iters = (6744, 0), opt = -
> Progress 6.0564%, elapsed 1348.2 s, iters = (6745, 0), opt = -
> Progress 6.0564%, elapsed 1348.2 s, iters = (6746, 0), opt = -
> Progress 6.0564%, elapsed 1348.2 s, iters = (6747, 0), opt = -
> Progress 6.0564%, elapsed 1348.2 s, iters = (6748, 0), opt = -
> Progress 6.0564%, elapsed 1348.2 s, iters = (6749, 0), opt = -
> Progress 6.0564%, elapsed 1348.2 s, iters = (6750, 0), opt = -
> Progress 6.0564%, elapsed 1348.2 s, iters = (6751, 0), opt = -
> Progress 6.0564%, elapsed 1348.2 s, iters = (6752, 0), opt = -
> Progress 6.0564%, elapsed 1348.2 s, iters = (6753, 0), opt = -
> Progress 6.0564%, elapsed 1348.2 s, iters = (6754, 0), opt = -
> Progress 6.0564%, elapsed 1348.2 s, iters = (6755, 0), opt = -
> Progress 6.0564%, elapsed 1348.2 s, iters = (6756, 0), opt = -
> Progress 6.0564%, elapsed 1348.2 s, iters = (6757, 0), opt = -
> Progress 6.0564%, elapsed 1348.2 s, iters = (6758, 0), opt = -
> Progress 6.0564%, elapsed 1348.2 s, iters = (6759, 0), opt = -
> Progress 6.0564%, elapsed 1348.2 s, iters = (6760, 0), opt = -
> Progress 6.0564%, elapsed 1348.4 s, iters = (6761, 0), opt = -
> Progress 6.0564%, elapsed 1348.8 s, iters = (6762, 0), opt = -
> Progress 6.0565%, elapsed 1348.8 s, iters = (6763, 0), opt = -
> Progress 6.0565%, elapsed 1349.2 s, iters = (6764, 0), opt = -
> Progress 6.0565%, elapsed 1349.2 s, iters = (6765, 0), opt = -
> Progress 6.0565%, elapsed 1349.2 s, iters = (6766, 0), opt = -
> Progress 6.0565%, elapsed 1349.2 s, iters = (6767, 0), opt = -
> Progress 6.0565%, elapsed 1349.2 s, iters = (6768, 0), opt = -
> Progress 6.0565%, elapsed 1349.2 s, iters = (6769, 0), opt = -
> Progress 6.0607%, elapsed 1350.0 s, iters = (7025, 0), opt = -
> Progress 6.0624%, elapsed 1376.0 s, iters = (7114, 0), opt = -
> Progress 6.0624%, elapsed 1376.0 s, iters = (7115, 0), opt = -
> Progress 6.0624%, elapsed 1401.2 s, iters = (7116, 0), opt = -
> Progress 6.0624%, elapsed 1401.2 s, iters = (7117, 0), opt = -
> Progress 6.0624%, elapsed 1401.2 s, iters = (7118, 0), opt = -
> Progress 6.0624%, elapsed 1401.4 s, iters = (7119, 0), opt = -
> Progress 6.0624%, elapsed 1414.3 s, iters = (7120, 0), opt = -
> Progress 6.0624%, elapsed 1414.3 s, iters = (7121, 0), opt = -
> Progress 6.0624%, elapsed 1414.3 s, iters = (7122, 0), opt = -
> Progress 6.0624%, elapsed 1414.5 s, iters = (7123, 0), opt = -
> Progress 6.0624%, elapsed 1414.5 s, iters = (7124, 0), opt = -
> Progress 6.0624%, elapsed 1414.5 s, iters = (7125, 0), opt = -
> Progress 6.0625%, elapsed 1414.5 s, iters = (7126, 0), opt = -
> Progress 6.0625%, elapsed 1414.5 s, iters = (7127, 0), opt = -
> Progress 6.0625%, elapsed 1414.7 s, iters = (7128, 0), opt = -
> Progress 6.0625%, elapsed 1414.8 s, iters = (7129, 0), opt = -
> Progress 6.0625%, elapsed 1415.0 s, iters = (7130, 0), opt = -
> Progress 6.0625%, elapsed 1415.0 s, iters = (7131, 0), opt = -
> Progress 6.0625%, elapsed 1415.2 s, iters = (7132, 0), opt = -
> Progress 6.0625%, elapsed 1415.2 s, iters = (7133, 0), opt = -
> Progress 6.0625%, elapsed 1415.2 s, iters = (7134, 0), opt = -
> Progress 6.2011%, elapsed 1416.0 s, iters = (7249, 0), opt = -
> Progress 9.5719%, elapsed 1419.0 s, iters = (8423, 0), opt = -
> Progress 9.5721%, elapsed 1447.6 s, iters = (8448, 0), opt = -
> Progress 9.5721%, elapsed 1472.8 s, iters = (8449, 0), opt = -
> Progress 9.5721%, elapsed 1472.8 s, iters = (8450, 0), opt = -
> Progress 9.5721%, elapsed 1472.8 s, iters = (8451, 0), opt = -
> Progress 9.5721%, elapsed 1472.8 s, iters = (8452, 0), opt = -
> Progress 9.5721%, elapsed 1472.8 s, iters = (8453, 0), opt = -
> Progress 9.5721%, elapsed 1522.4 s, iters = (8454, 0), opt = -
> Progress 9.5722%, elapsed 1522.4 s, iters = (8455, 0), opt = -
> Progress 9.5722%, elapsed 1522.4 s, iters = (8456, 0), opt = -
> Progress 9.5722%, elapsed 1522.4 s, iters = (8457, 0), opt = -
> Progress 9.5722%, elapsed 1522.4 s, iters = (8458, 0), opt = -
> Progress 9.5726%, elapsed 1522.4 s, iters = (8459, 0), opt = -
> Progress 9.5726%, elapsed 1522.4 s, iters = (8460, 0), opt = -
> Progress 9.5726%, elapsed 1522.4 s, iters = (8461, 0), opt = -
> Progress 9.5726%, elapsed 1522.4 s, iters = (8462, 0), opt = -
> Progress 9.5726%, elapsed 1522.4 s, iters = (8463, 0), opt = -
> Progress 9.5726%, elapsed 1522.4 s, iters = (8464, 0), opt = -
> Progress 9.5726%, elapsed 1522.4 s, iters = (8465, 0), opt = -
> Progress 9.5726%, elapsed 1522.4 s, iters = (8466, 0), opt = -
> Progress 9.5726%, elapsed 1522.4 s, iters = (8467, 0), opt = -
> Progress 9.5726%, elapsed 1522.4 s, iters = (8468, 0), opt = -
> Progress 9.5726%, elapsed 1522.4 s, iters = (8469, 0), opt = -
> Progress 9.5726%, elapsed 1522.4 s, iters = (8470, 0), opt = -
> Progress 9.5726%, elapsed 1522.4 s, iters = (8471, 0), opt = -
> Progress 9.5726%, elapsed 1522.4 s, iters = (8472, 0), opt = -
> Progress 9.5727%, elapsed 1522.4 s, iters = (8473, 0), opt = -
> Progress 9.5727%, elapsed 1522.4 s, iters = (8474, 0), opt = -
> Progress 9.5727%, elapsed 1522.4 s, iters = (8475, 0), opt = -
> Progress 9.5727%, elapsed 1522.4 s, iters = (8476, 0), opt = -
> Progress 9.5727%, elapsed 1522.4 s, iters = (8477, 0), opt = -
> Progress 9.5727%, elapsed 1522.4 s, iters = (8478, 0), opt = -
> Progress 9.5727%, elapsed 1522.4 s, iters = (8479, 0), opt = -
> Progress 9.5727%, elapsed 1522.4 s, iters = (8480, 0), opt = -
> Progress 9.5727%, elapsed 1522.4 s, iters = (8481, 0), opt = -
> Progress 9.5781%, elapsed 1524.0 s, iters = (8687, 0), opt = -
> Progress 9.5782%, elapsed 1538.2 s, iters = (8705, 0), opt = -
> Progress 9.5782%, elapsed 1551.4 s, iters = (8706, 0), opt = -
> Progress 9.5782%, elapsed 1551.4 s, iters = (8707, 0), opt = -
> Progress 9.5782%, elapsed 1551.4 s, iters = (8708, 0), opt = -
> Progress 9.5782%, elapsed 1551.4 s, iters = (8709, 0), opt = -
> Progress 9.5782%, elapsed 1551.4 s, iters = (8710, 0), opt = -
> Progress 9.5782%, elapsed 1576.6 s, iters = (8711, 0), opt = -
> Progress 9.5783%, elapsed 1576.6 s, iters = (8712, 0), opt = -
> Progress 9.5783%, elapsed 1576.6 s, iters = (8713, 0), opt = -
> Progress 9.5783%, elapsed 1576.6 s, iters = (8714, 0), opt = -
> Progress 9.5783%, elapsed 1576.6 s, iters = (8715, 0), opt = -
> Progress 9.5787%, elapsed 1576.6 s, iters = (8716, 0), opt = -
> Progress 9.5787%, elapsed 1576.6 s, iters = (8717, 0), opt = -
> Progress 9.5787%, elapsed 1576.6 s, iters = (8718, 0), opt = -
> Progress 9.5787%, elapsed 1576.6 s, iters = (8719, 0), opt = -
> Progress 9.5787%, elapsed 1576.6 s, iters = (8720, 0), opt = -
> Progress 9.5787%, elapsed 1576.6 s, iters = (8721, 0), opt = -
> Progress 9.6679%, elapsed 1578.1 s, iters = (8834, 0), opt = -
> Progress 9.6702%, elapsed 1581.0 s, iters = (8875, 0), opt = -
> Progress 9.674%, elapsed 1584.1 s, iters = (8920, 0), opt = -
> Progress 9.6766%, elapsed 1587.1 s, iters = (8992, 0), opt = -
> Progress 9.7671%, elapsed 1590.3 s, iters = (9466, 0), opt = -
> Progress 9.7674%, elapsed 1593.2 s, iters = (9499, 0), opt = -
> Progress 9.7735%, elapsed 1596.0 s, iters = (9755, 0), opt = -
> Progress 9.8655%, elapsed 1599.1 s, iters = (9879, 0), opt = -
> Progress 9.8693%, elapsed 1602.1 s, iters = (9966, 0), opt = -
> Progress 9.9143%, elapsed 1605.2 s, iters = (10111, 0), opt = -
> Progress 9.9624%, elapsed 1608.1 s, iters = (10456, 0), opt = -
> Progress 9.9625%, elapsed 1658.4 s, iters = (10467, 0), opt = -
> Progress 9.9625%, elapsed 1658.4 s, iters = (10468, 0), opt = -
> Progress 9.9625%, elapsed 1708.1 s, iters = (10469, 0), opt = -
> Progress 9.9625%, elapsed 1708.1 s, iters = (10470, 0), opt = -
> Progress 9.9626%, elapsed 1708.1 s, iters = (10471, 0), opt = -
> Progress 9.9626%, elapsed 1708.4 s, iters = (10472, 0), opt = -
> Progress 9.9626%, elapsed 1733.8 s, iters = (10473, 0), opt = -
> Progress 9.9626%, elapsed 1733.8 s, iters = (10474, 0), opt = -
> Progress 9.9626%, elapsed 1733.8 s, iters = (10475, 0), opt = -
> Progress 9.9626%, elapsed 1734.1 s, iters = (10476, 0), opt = -
> Progress 9.9626%, elapsed 1734.1 s, iters = (10477, 0), opt = -
> Progress 9.9626%, elapsed 1734.1 s, iters = (10478, 0), opt = -
> Progress 9.9626%, elapsed 1734.1 s, iters = (10479, 0), opt = -
> Progress 9.9626%, elapsed 1734.1 s, iters = (10480, 0), opt = -
> Progress 9.9626%, elapsed 1734.4 s, iters = (10481, 0), opt = -
> Progress 9.9626%, elapsed 1734.7 s, iters = (10482, 0), opt = -
> Progress 9.9626%, elapsed 1735.1 s, iters = (10483, 0), opt = -
> Progress 9.9626%, elapsed 1735.1 s, iters = (10484, 0), opt = -
> Progress 9.9626%, elapsed 1735.4 s, iters = (10485, 0), opt = -
> Progress 9.9626%, elapsed 1735.4 s, iters = (10486, 0), opt = -
> Progress 9.9626%, elapsed 1735.4 s, iters = (10487, 0), opt = -
> Progress 9.9626%, elapsed 1735.4 s, iters = (10488, 0), opt = -
> Progress 9.9627%, elapsed 1735.4 s, iters = (10489, 0), opt = -
> Progress 9.9627%, elapsed 1735.4 s, iters = (10490, 0), opt = -
> Progress 9.9627%, elapsed 1735.4 s, iters = (10491, 0), opt = -
> Progress 9.9627%, elapsed 1735.4 s, iters = (10492, 0), opt = -
> Progress 9.9627%, elapsed 1735.4 s, iters = (10493, 0), opt = -
> Progress 9.9627%, elapsed 1735.4 s, iters = (10494, 0), opt = -
> Progress 9.9627%, elapsed 1735.4 s, iters = (10495, 0), opt = -
> Progress 9.9627%, elapsed 1735.4 s, iters = (10496, 0), opt = -
> Progress 9.9627%, elapsed 1735.4 s, iters = (10497, 0), opt = -
> Progress 9.9627%, elapsed 1735.4 s, iters = (10498, 0), opt = -
> Progress 9.9627%, elapsed 1735.4 s, iters = (10499, 0), opt = -
> Progress 9.9627%, elapsed 1735.4 s, iters = (10500, 0), opt = -
> Progress 9.9627%, elapsed 1735.7 s, iters = (10501, 0), opt = -
> Progress 9.9627%, elapsed 1736.1 s, iters = (10502, 0), opt = -
> Progress 9.9627%, elapsed 1736.1 s, iters = (10503, 0), opt = -
> Progress 9.9627%, elapsed 1736.4 s, iters = (10504, 0), opt = -
> Progress 9.9627%, elapsed 1736.4 s, iters = (10505, 0), opt = -
> Progress 9.9627%, elapsed 1736.4 s, iters = (10506, 0), opt = -
> Progress 9.9627%, elapsed 1736.4 s, iters = (10507, 0), opt = -
> Progress 9.9627%, elapsed 1736.5 s, iters = (10508, 0), opt = -
> Progress 9.9657%, elapsed 1737.1 s, iters = (10670, 0), opt = -
> Progress 9.9686%, elapsed 1763.2 s, iters = (10854, 0), opt = -
> Progress 9.9686%, elapsed 1763.2 s, iters = (10855, 0), opt = -
> Progress 9.9686%, elapsed 1788.4 s, iters = (10856, 0), opt = -
> Progress 9.9686%, elapsed 1788.4 s, iters = (10857, 0), opt = -
> Progress 9.9687%, elapsed 1788.4 s, iters = (10858, 0), opt = -
> Progress 9.9687%, elapsed 1788.5 s, iters = (10859, 0), opt = -
> Progress 9.9687%, elapsed 1801.4 s, iters = (10860, 0), opt = -
> Progress 9.9687%, elapsed 1801.4 s, iters = (10861, 0), opt = -
> Progress 9.9687%, elapsed 1801.4 s, iters = (10862, 0), opt = -
> Progress 9.9687%, elapsed 1801.6 s, iters = (10863, 0), opt = -
> Progress 9.9687%, elapsed 1801.6 s, iters = (10864, 0), opt = -
> Progress 9.9687%, elapsed 1801.6 s, iters = (10865, 0), opt = -
> Progress 9.9687%, elapsed 1801.6 s, iters = (10866, 0), opt = -
> Progress 9.9687%, elapsed 1801.6 s, iters = (10867, 0), opt = -
> Progress 9.9687%, elapsed 1801.8 s, iters = (10868, 0), opt = -
> Progress 9.9687%, elapsed 1801.9 s, iters = (10869, 0), opt = -
> Progress 9.9687%, elapsed 1802.1 s, iters = (10870, 0), opt = -
> Progress 9.9687%, elapsed 1802.1 s, iters = (10871, 0), opt = -
> Progress 9.9687%, elapsed 1802.3 s, iters = (10872, 0), opt = -
> Progress 9.9687%, elapsed 1802.3 s, iters = (10873, 0), opt = -
> Progress 9.9687%, elapsed 1802.3 s, iters = (10874, 0), opt = -
> Progress 10.0585%, elapsed 1803.1 s, iters = (10988, 0), opt = -
> Progress 10.0586%, elapsed 1853.3 s, iters = (11001, 0), opt = -
> Progress 10.0587%, elapsed 1853.3 s, iters = (11002, 0), opt = -
> Progress 10.0587%, elapsed 1903.1 s, iters = (11003, 0), opt = -
> Progress 10.0587%, elapsed 1903.1 s, iters = (11004, 0), opt = -
> Progress 10.0587%, elapsed 1903.1 s, iters = (11005, 0), opt = -
> Progress 10.0587%, elapsed 1903.2 s, iters = (11006, 0), opt = -
> Progress 10.0587%, elapsed 1928.5 s, iters = (11007, 0), opt = -
> Progress 10.0587%, elapsed 1928.5 s, iters = (11008, 0), opt = -
> Progress 10.0587%, elapsed 1928.5 s, iters = (11009, 0), opt = -
> Progress 10.0587%, elapsed 1928.6 s, iters = (11010, 0), opt = -
> Progress 10.0587%, elapsed 1928.6 s, iters = (11011, 0), opt = -
> Progress 10.0587%, elapsed 1928.6 s, iters = (11012, 0), opt = -
> Progress 10.0587%, elapsed 1928.8 s, iters = (11013, 0), opt = -
> Progress 10.0587%, elapsed 1928.9 s, iters = (11014, 0), opt = -
> Progress 10.0587%, elapsed 1929.1 s, iters = (11015, 0), opt = -
> Progress 10.0588%, elapsed 1929.1 s, iters = (11016, 0), opt = -
> Progress 10.0588%, elapsed 1929.4 s, iters = (11017, 0), opt = -
> Progress 10.0588%, elapsed 1929.4 s, iters = (11018, 0), opt = -
> Progress 10.0588%, elapsed 1929.4 s, iters = (11019, 0), opt = -
> Progress 10.0588%, elapsed 1929.4 s, iters = (11020, 0), opt = -
> Progress 10.0588%, elapsed 1929.4 s, iters = (11021, 0), opt = -
> Progress 10.0588%, elapsed 1929.4 s, iters = (11022, 0), opt = -
> Progress 10.0588%, elapsed 1929.4 s, iters = (11023, 0), opt = -
> Progress 10.0588%, elapsed 1929.4 s, iters = (11024, 0), opt = -
> Progress 10.0588%, elapsed 1929.4 s, iters = (11025, 0), opt = -
> Progress 10.0588%, elapsed 1929.4 s, iters = (11026, 0), opt = -
> Progress 10.0588%, elapsed 1929.5 s, iters = (11027, 0), opt = -
> Progress 10.0588%, elapsed 1929.8 s, iters = (11028, 0), opt = -
> Progress 10.0589%, elapsed 1929.8 s, iters = (11029, 0), opt = -
> Progress 10.0589%, elapsed 1930.0 s, iters = (11030, 0), opt = -
> Progress 10.0589%, elapsed 1930.0 s, iters = (11031, 0), opt = -
> Progress 10.0589%, elapsed 1930.0 s, iters = (11032, 0), opt = -
> Progress 10.0589%, elapsed 1930.0 s, iters = (11033, 0), opt = -
> Progress 10.0589%, elapsed 1930.0 s, iters = (11034, 0), opt = -
> Progress 10.0589%, elapsed 1930.0 s, iters = (11035, 0), opt = -
> Progress 10.0589%, elapsed 1930.0 s, iters = (11036, 0), opt = -
> Progress 10.0589%, elapsed 1930.0 s, iters = (11037, 0), opt = -
> Progress 10.0589%, elapsed 1930.0 s, iters = (11038, 0), opt = -
> Progress 10.0589%, elapsed 1930.0 s, iters = (11039, 0), opt = -
> Progress 10.0593%, elapsed 1930.0 s, iters = (11040, 0), opt = -
> Progress 10.0601%, elapsed 1930.0 s, iters = (11041, 0), opt = -
> Progress 10.0601%, elapsed 1930.2 s, iters = (11042, 0), opt = -
> Progress 10.0609%, elapsed 1979.7 s, iters = (11055, 0), opt = -
> Progress 10.061%, elapsed 1979.7 s, iters = (11056, 0), opt = -
> Progress 10.061%, elapsed 2028.4 s, iters = (11057, 0), opt = -
> Progress 10.061%, elapsed 2028.4 s, iters = (11058, 0), opt = -
> Progress 10.061%, elapsed 2028.4 s, iters = (11059, 0), opt = -
> Progress 10.061%, elapsed 2028.5 s, iters = (11060, 0), opt = -
> Progress 10.061%, elapsed 2053.3 s, iters = (11061, 0), opt = -
> Progress 10.061%, elapsed 2053.3 s, iters = (11062, 0), opt = -
> Progress 10.061%, elapsed 2053.3 s, iters = (11063, 0), opt = -
> Progress 10.061%, elapsed 2053.5 s, iters = (11064, 0), opt = -
> Progress 10.061%, elapsed 2053.5 s, iters = (11065, 0), opt = -
> Progress 10.061%, elapsed 2053.5 s, iters = (11066, 0), opt = -
> Progress 10.061%, elapsed 2053.6 s, iters = (11067, 0), opt = -
> Progress 10.061%, elapsed 2053.7 s, iters = (11068, 0), opt = -
> Progress 10.061%, elapsed 2054.0 s, iters = (11069, 0), opt = -
> Progress 10.061%, elapsed 2054.0 s, iters = (11070, 0), opt = -
> Progress 10.061%, elapsed 2054.2 s, iters = (11071, 0), opt = -
> Progress 10.0611%, elapsed 2054.2 s, iters = (11072, 0), opt = -
> Progress 10.0611%, elapsed 2054.2 s, iters = (11073, 0), opt = -
> Progress 10.0611%, elapsed 2054.2 s, iters = (11074, 0), opt = -
> Progress 10.0611%, elapsed 2054.2 s, iters = (11075, 0), opt = -
> Progress 10.0611%, elapsed 2054.2 s, iters = (11076, 0), opt = -
> Progress 10.0611%, elapsed 2054.2 s, iters = (11077, 0), opt = -
> Progress 10.0611%, elapsed 2054.2 s, iters = (11078, 0), opt = -
> Progress 10.0611%, elapsed 2054.2 s, iters = (11079, 0), opt = -
> Progress 10.0611%, elapsed 2054.2 s, iters = (11080, 0), opt = -
> Progress 10.0611%, elapsed 2054.4 s, iters = (11081, 0), opt = -
> Progress 10.0611%, elapsed 2054.6 s, iters = (11082, 0), opt = -
> Progress 10.0611%, elapsed 2054.6 s, iters = (11083, 0), opt = -
> Progress 10.0611%, elapsed 2054.8 s, iters = (11084, 0), opt = -
> Progress 10.0612%, elapsed 2054.8 s, iters = (11085, 0), opt = -
> Progress 10.0612%, elapsed 2054.8 s, iters = (11086, 0), opt = -
> Progress 10.0612%, elapsed 2054.8 s, iters = (11087, 0), opt = -
> Progress 10.0612%, elapsed 2054.8 s, iters = (11088, 0), opt = -
> Progress 10.0612%, elapsed 2054.8 s, iters = (11089, 0), opt = -
> Progress 10.0612%, elapsed 2054.8 s, iters = (11090, 0), opt = -
> Progress 10.0612%, elapsed 2054.8 s, iters = (11091, 0), opt = -
> Progress 10.0612%, elapsed 2054.9 s, iters = (11092, 0), opt = -
> Progress 10.0612%, elapsed 2054.9 s, iters = (11093, 0), opt = -
> Progress 10.0616%, elapsed 2054.9 s, iters = (11094, 0), opt = -
> Progress 10.0616%, elapsed 2054.9 s, iters = (11095, 0), opt = -
> Progress 10.0616%, elapsed 2055.0 s, iters = (11096, 0), opt = -
> Progress 10.0647%, elapsed 2058.0 s, iters = (11172, 0), opt = -
> Progress 10.0647%, elapsed 2083.3 s, iters = (11176, 0), opt = -
> Progress 10.0648%, elapsed 2083.3 s, iters = (11177, 0), opt = -
> Progress 10.0648%, elapsed 2108.1 s, iters = (11178, 0), opt = -
> Progress 10.0648%, elapsed 2108.1 s, iters = (11179, 0), opt = -
> Progress 10.0648%, elapsed 2108.1 s, iters = (11180, 0), opt = -
> Progress 10.0648%, elapsed 2108.2 s, iters = (11181, 0), opt = -
> Progress 10.0648%, elapsed 2120.8 s, iters = (11182, 0), opt = -
> Progress 10.0648%, elapsed 2120.8 s, iters = (11183, 0), opt = -
> Progress 10.0648%, elapsed 2120.8 s, iters = (11184, 0), opt = -
> Progress 10.0648%, elapsed 2120.8 s, iters = (11185, 0), opt = -
> Progress 10.0648%, elapsed 2120.8 s, iters = (11186, 0), opt = -
